Date,CAN,CHI,FRA,GER,IND,ITA,JPN,RUS,UK,US
1/3/2011,3.126,4.005,3.766,3.16,8.359,5.044,1.595,7.685,3.9085,3.334
1/4/2011,3.135,4,3.764,3.147,8.392,4.971,1.61,7.675,3.936,3.338
1/5/2011,3.276,4.1,3.806,3.225,8.393,4.985,1.62,7.665,4.028,3.463
1/6/2011,3.226,4.01,3.834,3.217,8.44,5.152,1.683,7.654,4,3.399
1/7/2011,3.185,4,3.809,3.151,8.458,5.169,1.657,7.644,3.989,3.328
1/10/2011,3.177,4.08,3.821,3.164,8.48,5.215,1.655,7.633,3.992,3.287
1/11/2011,3.226,4.05,3.864,3.198,8.485,5.201,1.653,7.623,4.04,3.34
1/12/2011,3.26,4.1,3.921,3.313,8.474,5.184,1.669,7.622,4.112,3.367
1/13/2011,3.253,4.01,3.861,3.292,8.436,5.049,1.679,7.622,4.066,3.299
1/14/2011,3.275,4,3.847,3.288,8.462,5.012,1.699,7.622,4.069,3.331
1/17/2011,3.257,4.01,3.858,3.286,8.5,5.057,1.72,7.621,4.072,3.315
1/18/2011,3.275,4.01,3.905,3.332,8.521,5.094,1.728,7.695,4.094,3.37
1/19/2011,3.238,4.12,3.898,3.329,8.518,5.039,1.758,7.698,4.089,3.337
1/20/2011,3.306,4.03,3.931,3.588,8.51,5.081,1.69,7.698,4.152,3.451
1/21/2011,3.358,4.1,3.912,3.614,8.516,5.008,1.69,7.691,4.158,3.408
1/24/2011,3.316,4.1,3.885,3.572,8.53,4.997,1.717,7.635,4.132,3.406
1/25/2011,3.281,4.15,3.913,3.614,8.509,5.08,1.7,7.696,4.099,3.33
1/26/2011,3.312,4.1,3.964,3.65,8.507,5.143,1.683,7.696,4.158,3.421
1/27/2011,3.277,4.03,4.002,3.657,8.505,5.18,1.7,8.001,4.15,3.389
1/28/2011,3.246,4.12,3.949,3.64,8.51,5.153,1.688,8,4.114,3.329
1/31/2011,3.293,4.03,3.934,3.619,8.514,5.117,1.698,7.735,4.118,3.374
2/1/2011,3.344,4.16,4.01,3.698,8.52,5.049,1.713,7.999,4.162,3.435
2/2/2011,3.382,4.187,4.005,3.709,8.516,4.944,1.696,7.997,4.202,3.479
2/3/2011,3.424,4.213,4.016,3.683,8.515,5.005,1.695,7.679,4.21,3.547
2/4/2011,3.458,4.24,4.042,3.741,8.534,4.998,1.728,7.998,4.244,3.638
2/7/2011,3.434,4.267,4.038,3.724,8.543,5.077,1.746,7.998,4.254,3.64
2/8/2011,3.487,4.293,4.073,3.741,8.524,5.141,1.769,7.693,4.258,3.737
2/9/2011,3.452,4.32,4.117,3.8,8.518,5.168,1.787,7.997,4.282,3.652
2/10/2011,3.471,4.227,4.13,3.78,8.505,5.17,1.767,7.851,4.287,3.702
2/11/2011,3.478,4.25,4.099,3.761,8.532,5.175,1.785,7.731,4.268,3.638
2/14/2011,3.491,4.2,4.109,3.776,8.523,5.222,1.803,7.996,4.234,3.625
2/15/2011,3.481,4.03,4.109,3.777,8.521,5.205,1.786,7.628,4.242,3.604
2/16/2011,3.506,4.25,4.054,3.712,8.512,5.136,1.813,7.995,4.219,3.623
2/17/2011,3.487,4.22,4.015,3.66,8.504,5.143,1.801,7.791,4.181,3.576
2/18/2011,3.469,4.2,4.073,3.725,8.518,5.202,1.788,7.995,4.203,3.582
2/21/2011,3.416,4.05,4.004,3.658,8.496,5.199,1.783,7.649,4.121,3.576
2/22/2011,3.362,4.25,3.964,3.623,8.481,5.211,1.762,7.994,4.083,3.459
2/23/2011,3.329,4.12,3.941,3.61,8.504,5.236,1.728,7.994,4.076,3.483
2/24/2011,3.32,4.25,3.941,3.604,8.508,5.255,1.697,7.993,4.045,3.45
2/25/2011,3.293,4.15,3.947,3.582,8.512,5.276,1.704,7.993,4.045,3.416
2/28/2011,3.298,4.22,3.986,3.616,8.481,5.274,1.699,7.925,4.035,3.422
3/1/2011,3.291,4.12,3.984,3.637,8.467,5.251,1.732,7.992,4.045,3.403
3/2/2011,3.344,4.08,4.006,3.675,8.442,5.242,1.691,7.991,4.065,3.471
3/3/2011,3.398,4.06,4.093,3.773,8.416,5.301,1.718,7.991,4.146,3.559
3/4/2011,3.335,4.03,4.051,3.727,8.419,5.311,1.735,7.924,4.068,3.492
3/7/2011,3.354,4.08,4.049,3.744,8.425,5.345,1.737,7.934,4.073,3.516
3/8/2011,3.399,4.2,4.086,3.773,8.372,5.432,1.753,7.945,4.121,3.551
3/9/2011,3.34,4.07,4.083,3.747,8.374,5.457,1.752,7.955,4.115,3.469
3/10/2011,3.268,4.1,4.017,3.689,8.358,5.43,1.745,7.962,4.051,3.362
3/11/2011,3.276,4.16,3.975,3.638,8.345,5.351,1.737,7.989,4.015,3.402
3/14/2011,3.224,4.12,3.976,3.639,8.343,5.232,1.726,7.921,3.957,3.365
3/15/2011,3.203,4.03,3.904,3.593,8.332,5.165,1.709,7.905,3.932,3.307
3/16/2011,3.153,4.1,3.862,3.536,8.332,5.136,1.726,7.888,3.875,3.192
3/17/2011,3.188,4.15,3.962,3.635,8.335,5.181,1.711,7.888,3.937,3.257
3/18/2011,3.17,4.1,3.972,3.672,8.349,5.134,1.703,7.987,3.905,3.268
3/21/2011,3.218,4.2,4.016,3.694,8.368,5.162,1.722,7.986,3.924,3.332
3/22/2011,3.187,3.99,4.018,3.698,8.351,5.223,1.74,7.985,3.99,3.328
3/23/2011,3.211,4.03,4.034,3.699,8.343,5.225,1.693,7.925,3.948,3.354
3/24/2011,3.217,4.04,4.058,3.725,8.335,5.233,1.69,7.878,3.976,3.407
3/25/2011,3.252,4,4.076,3.737,8.321,5.214,1.7,7.918,4.01,3.442
3/28/2011,3.27,4.08,4.11,3.764,8.308,5.249,1.723,7.984,3.991,3.441
3/29/2011,3.296,4,4.109,3.789,8.311,5.247,1.726,7.983,4.026,3.491
3/30/2011,3.287,4.057,4.099,3.788,8.326,5.249,1.729,7.876,4.054,3.444
3/31/2011,3.353,4.22,4.112,3.796,8.334,5.308,1.728,7.867,4.078,3.47
4/1/2011,3.367,4.08,4.141,3.824,8.329,5.294,1.74,7.771,4.086,3.45
4/4/2011,3.359,4.063,4.119,3.813,8.325,5.245,1.761,7.77,4.095,3.425
4/5/2011,3.382,4.047,4.149,3.838,8.32,5.244,1.756,7.769,4.137,3.487
4/6/2011,3.417,4.03,4.178,3.879,8.33,5.21,1.765,7.769,4.135,3.549
4/7/2011,3.436,4.03,4.166,3.872,8.33,5.221,1.785,7.743,4.12,3.549
4/8/2011,3.444,4.09,4.215,3.941,8.378,5.229,1.791,7.743,4.175,3.583
4/11/2011,3.49,4,4.216,3.947,8.41,5.186,1.792,7.903,4.172,3.587
4/12/2011,3.418,4.09,4.177,3.892,8.425,5.12,1.804,8.258,4.074,3.492
4/13/2011,3.372,4.05,4.181,3.892,8.439,5.159,1.783,7.912,4.082,3.458
4/14/2011,3.358,4.08,4.158,3.887,8.455,5.196,1.773,8.259,4.061,3.496
4/15/2011,3.306,3.97,4.124,3.831,8.471,5.217,1.754,8.259,3.972,3.413
4/18/2011,3.235,4.09,4.034,3.733,8.472,5.244,1.723,8.258,3.939,3.38
4/19/2011,3.264,4.08,4.038,3.737,8.466,5.213,1.71,8.258,3.946,3.365
4/20/2011,3.33,4.08,4.044,3.769,8.475,5.209,1.701,8.258,3.961,3.408
4/21/2011,3.291,4.188,4.054,3.742,8.469,5.213,1.69,8.258,3.915,3.394
4/22/2011,3.266,4.08,4.05,3.739,8.48,5.23,1.682,8.257,3.905,3.394
4/25/2011,3.241,4.05,4.046,3.736,8.492,5.247,1.692,7.908,3.895,3.366
4/26/2011,3.194,4.03,4.042,3.733,8.483,5.264,1.679,8.256,3.885,3.309
4/27/2011,3.271,4.05,4.079,3.767,8.475,5.282,1.688,7.991,3.965,3.357
4/28/2011,3.229,4.05,4.007,3.677,8.487,5.23,1.681,8.256,3.874,3.316
4/29/2011,3.213,4,3.984,3.673,8.495,5.197,1.681,7.866,3.857,3.29
5/2/2011,3.206,4.025,3.998,3.68,8.495,5.182,1.68,7.943,3.84,3.281
5/3/2011,3.158,4.05,4.029,3.71,8.539,5.178,1.661,8.02,3.823,3.251
5/4/2011,3.118,4.05,4.076,3.739,8.581,5.168,1.641,8.096,3.8,3.221
5/5/2011,3.186,4.05,4.021,3.691,8.592,5.16,1.622,8.173,3.824,3.152
5/6/2011,3.195,4.05,3.979,3.642,8.586,5.146,1.602,8.25,3.837,3.15
5/9/2011,3.194,4.03,3.94,3.555,8.612,5.149,1.616,8.247,3.831,3.157
5/10/2011,3.267,3.98,3.951,3.587,8.628,5.131,1.611,8.243,3.833,3.213
5/11/2011,3.223,4.02,3.987,3.596,8.642,5.115,1.595,8.243,3.878,3.156
5/12/2011,3.236,4.05,3.96,3.574,8.613,5.069,1.58,8.402,3.834,3.226
5/13/2011,3.195,3.954,3.932,3.541,8.628,5.09,1.581,8.563,3.821,3.169
5/16/2011,3.189,3.97,3.977,3.591,8.625,5.069,1.586,8.243,3.842,3.147
5/17/2011,3.165,4.05,3.941,3.551,8.63,5.071,1.616,8.243,3.824,3.114
5/18/2011,3.229,3.95,3.971,3.579,8.634,5.093,1.63,8.238,3.853,3.184
5/19/2011,3.215,4.05,3.976,3.586,8.634,5.111,1.621,8.238,3.846,3.173
5/20/2011,3.147,4.03,3.924,3.532,8.637,5.126,1.6,8.239,3.806,3.147
5/23/2011,3.129,4.03,3.886,3.494,8.625,5.152,1.621,8.239,3.769,3.129
5/24/2011,3.11,4,3.94,3.532,8.627,5.12,1.623,8.238,3.806,3.116
5/25/2011,3.088,4.05,3.914,3.522,8.628,5.057,1.611,8.239,3.797,3.132
5/26/2011,3.045,4.05,3.88,3.467,8.64,5.035,1.617,8.238,3.78,3.059
5/27/2011,3.063,4.09,3.844,3.453,8.652,5.084,1.59,8.239,3.774,3.072
5/30/2011,3.063,4.112,3.844,3.441,8.647,5.137,1.595,8.237,3.771,3.062
5/31/2011,3.077,3.98,3.878,3.493,8.619,5.113,1.636,8.464,3.768,3.059
6/1/2011,2.982,4.112,3.864,3.467,8.597,5.069,1.634,8.237,3.728,2.944
6/2/2011,3.026,4.05,3.826,3.454,8.588,5.03,1.598,8.239,3.727,3.031
6/3/2011,2.996,4.05,3.859,3.505,8.57,4.984,1.57,8.585,3.765,2.991
6/6/2011,3.005,4.05,3.847,3.497,8.553,5.033,1.585,8.749,3.749,2.997
6/7/2011,3.031,4.05,3.928,3.55,8.565,5.092,1.605,8.238,3.816,3
6/8/2011,3.006,3.96,3.911,3.531,8.551,5.126,1.595,8.238,3.777,2.946
6/9/2011,3.037,4.05,3.893,3.501,8.558,5.148,1.578,8.238,3.771,2.997
6/10/2011,3.01,3.99,3.855,3.453,8.577,5.14,1.591,8.238,3.732,2.973
6/13/2011,3.001,3.98,3.844,3.439,8.575,5.128,1.598,8.238,3.76,2.984
6/14/2011,3.068,4,3.917,3.509,8.61,5.109,1.595,8.238,3.794,3.099
6/15/2011,2.952,4,3.903,3.471,8.637,5.172,1.602,8.402,3.739,2.967
6/16/2011,2.926,3.99,3.91,3.464,8.587,5.181,1.567,8.238,3.694,2.926
6/17/2011,2.946,3.99,3.911,3.456,8.56,5.148,1.567,8.238,3.715,2.944
6/20/2011,2.966,3.99,3.94,3.488,8.5,5.178,1.6,8.5,3.758,2.956
6/21/2011,2.981,3.99,3.976,3.52,8.502,5.154,1.595,8.238,3.754,2.98
6/22/2011,2.978,3.971,3.955,3.497,8.514,5.208,1.59,8.402,3.743,2.98
6/23/2011,2.902,4.03,3.872,3.4,8.522,5.248,1.581,8.977,3.708,2.914
6/24/2011,2.866,4.15,3.875,3.384,8.535,5.294,1.575,8.238,3.68,2.871
6/27/2011,2.908,4.114,3.934,3.439,8.546,5.309,1.576,8.472,3.718,2.932
6/28/2011,2.989,4.12,3.974,3.485,8.573,5.3,1.567,8.238,3.822,3.034
6/29/2011,3.087,3.99,4,3.537,8.593,5.278,1.587,8.238,3.872,3.121
6/30/2011,3.126,4.15,4.023,3.571,8.601,5.218,1.592,8.301,3.909,3.16
7/1/2011,3.107,4.15,4.016,3.563,8.647,5.205,1.595,8.238,3.914,3.182
7/4/2011,3.088,3.99,3.973,3.53,8.64,5.239,1.608,8.236,3.897,3.2
7/5/2011,3.07,4.1,3.963,3.512,8.634,5.308,1.636,8.049,3.865,3.119
7/6/2011,3.047,4.02,3.938,3.424,8.635,5.435,1.648,8.079,3.809,3.11
7/7/2011,3.057,3.99,3.926,3.442,8.647,5.486,1.656,8.034,3.853,3.138
7/8/2011,2.965,3.99,3.846,3.329,8.63,5.613,1.657,8.478,3.754,3.03
7/11/2011,2.898,4.1,3.744,3.195,8.61,5.928,1.619,8.08,3.666,2.924
7/12/2011,2.895,4.01,3.803,3.214,8.575,5.85,1.589,8.237,3.67,2.877
7/13/2011,2.956,4.16,3.869,3.274,8.581,5.85,1.581,8.237,3.704,2.884
7/14/2011,2.957,4.01,3.877,3.276,8.548,5.948,1.552,8.237,3.69,2.953
7/15/2011,2.886,4.04,3.809,3.216,8.569,6.037,1.568,8.237,3.666,2.908
7/18/2011,2.877,4.22,3.765,3.177,8.545,6.232,1.57,8.237,3.626,2.92
7/19/2011,2.9,3.99,3.794,3.219,8.533,6,1.571,8.158,3.635,2.878
7/20/2011,2.938,4.1,3.851,3.314,8.559,5.872,1.561,8.158,3.666,2.931
7/21/2011,3.003,4.16,3.916,3.434,8.555,5.694,1.572,8.478,3.742,3.014
7/22/2011,2.93,4.16,3.847,3.374,8.595,5.71,1.568,8.479,3.668,2.964
7/25/2011,2.933,4.16,3.838,3.344,8.599,5.959,1.57,8.479,3.617,3.004
7/26/2011,2.894,4.16,3.833,3.324,8.682,5.927,1.568,7.941,3.636,2.955
7/27/2011,2.879,4.16,3.717,3.228,8.69,6.04,1.56,7.933,3.564,2.982
7/28/2011,2.88,4.15,3.738,3.238,8.692,6.134,1.562,8.479,3.556,2.955
7/29/2011,2.787,4.16,3.675,3.148,8.704,6.201,1.564,7.895,3.465,2.792
8/1/2011,2.709,4.25,3.68,3.101,8.693,6.21,1.56,7.887,3.42,2.753
8/2/2011,2.631,4.15,3.648,3.046,8.684,6.373,1.525,7.887,3.4,2.613
8/3/2011,2.667,4.16,3.655,3.038,8.68,6.304,1.474,8.48,3.371,2.615
8/4/2011,2.502,4.16,3.616,2.957,8.665,6.412,1.475,8.48,3.308,2.407
8/5/2011,2.638,4.15,3.624,2.978,8.621,6.317,1.475,8.48,3.294,2.563
8/8/2011,2.487,4.15,3.611,2.928,8.566,5.789,1.487,8.399,3.278,2.316
8/9/2011,2.457,4.15,3.737,2.993,8.531,5.716,1.526,8.481,3.36,2.275
8/10/2011,2.329,4.25,3.642,2.875,8.526,5.713,1.532,8.481,3.156,2.095
8/11/2011,2.455,4.15,3.649,2.962,8.52,5.703,1.538,8.481,3.232,2.333
8/12/2011,2.47,4.182,3.603,3.007,8.555,5.669,1.543,8.481,3.226,2.26
8/15/2011,2.502,4.25,3.614,3.009,8.555,5.616,1.547,8.481,3.218,2.308
8/16/2011,2.452,4.187,3.63,3.028,8.555,5.563,1.542,8.465,3.249,2.225
8/17/2011,2.396,4.209,3.553,2.939,8.562,5.457,1.515,8.482,3.11,2.167
8/18/2011,2.3,4.187,3.408,2.778,8.521,5.492,1.48,8.466,2.961,2.068
8/19/2011,2.301,4.213,3.384,2.762,8.528,5.5,1.475,8.482,3.011,2.067
8/22/2011,2.316,4.28,3.399,2.76,8.534,5.507,1.474,8.483,2.993,2.109
8/23/2011,2.392,4.28,3.43,2.788,8.542,5.55,1.506,8.483,3.003,2.158
8/24/2011,2.467,4.3,3.489,2.835,8.527,5.632,1.505,8.466,3.092,2.294
8/25/2011,2.405,4.29,3.509,2.839,8.542,5.653,1.531,8.483,3.093,2.234
8/26/2011,2.397,4.28,3.446,2.796,8.563,5.67,1.53,8.483,3.13,2.19
8/29/2011,2.441,4.1,3.534,2.877,8.571,5.692,1.516,8.467,3.134,2.264
8/30/2011,2.401,4.29,3.475,2.786,8.58,5.742,1.512,7.927,3.138,2.176
8/31/2011,2.493,4.32,3.575,2.868,8.592,5.838,1.513,8.467,3.232,2.234
9/1/2011,2.393,4.224,3.616,2.809,8.603,5.959,1.532,8.484,3.15,2.132
9/2/2011,2.303,4.16,3.539,2.687,8.615,6.084,1.517,8.484,3.049,1.994
9/5/2011,2.272,4.35,3.489,2.555,8.571,6.314,1.474,8.468,2.899,1.988
9/6/2011,2.241,4.16,3.49,2.507,8.584,6.289,1.449,8.485,2.916,1.982
9/7/2011,2.271,4.25,3.461,2.532,8.59,6.012,1.46,8.485,2.95,2.041
9/8/2011,2.215,4.213,3.398,2.495,8.571,5.987,1.468,8.954,2.948,1.977
9/9/2011,2.119,4.35,3.303,2.37,8.573,6.121,1.465,8.485,2.856,1.915
9/12/2011,2.143,4.35,3.299,2.32,8.568,6.287,1.459,8.486,2.794,1.948
9/13/2011,2.203,4.35,3.329,2.318,8.58,6.373,1.449,8.469,2.807,1.992
9/14/2011,2.201,4.24,3.424,2.401,8.598,6.319,1.444,8.42,2.833,1.992
9/15/2011,2.298,4.25,3.474,2.504,8.59,6.253,1.444,8.47,2.914,2.083
9/16/2011,2.301,4.24,3.348,2.406,8.599,6.119,1.452,8.486,2.872,2.057
9/19/2011,2.183,4.32,3.368,2.367,8.589,6.246,1.46,8.47,2.79,1.956
9/20/2011,2.198,4.35,3.389,2.348,8.588,6.315,1.467,8.487,2.79,1.937
9/21/2011,2.119,4.25,3.373,2.337,8.588,6.37,1.461,8.47,2.819,1.856
9/22/2011,2.053,4.16,3.284,2.247,8.564,6.334,1.426,8.975,2.719,1.72
9/23/2011,2.077,4.35,3.279,2.267,8.556,6.303,1.426,8.821,2.757,1.83
9/26/2011,2.147,4.2,3.327,2.342,8.556,6.286,1.425,9.135,2.808,1.904
9/27/2011,2.195,4.1,3.412,2.494,8.557,6.254,1.447,8.81,2.91,1.98
9/28/2011,2.195,4.1,3.473,2.53,8.564,6.31,1.454,10.004,2.92,1.987
9/29/2011,2.22,4.1,3.478,2.541,8.683,6.282,1.451,9.991,2.878,2.002
9/30/2011,2.157,4.16,3.358,2.429,8.699,6.288,1.454,10.029,2.783,1.917
10/3/2011,2.063,4.15,3.312,2.374,8.715,6.285,1.46,10.067,2.706,1.749
10/4/2011,2.105,4.14,3.291,2.305,8.741,6.275,1.441,9.901,2.612,1.817
10/5/2011,2.144,4.13,3.412,2.417,8.766,6.315,1.427,9.595,2.702,1.891
10/6/2011,2.222,4.12,3.5,2.54,8.84,6.23,1.433,9.948,2.713,1.992
10/7/2011,2.24,4.11,3.524,2.576,8.913,6.34,1.432,9.941,2.756,2.075
10/10/2011,2.27,4.1,3.599,2.64,8.936,6.339,1.432,10.116,2.852,2.07
10/11/2011,2.3,4.05,3.606,2.637,8.902,6.38,1.431,10.52,2.837,2.159
10/12/2011,2.356,4.1,3.743,2.756,8.905,6.391,1.434,10.383,2.913,2.212
10/13/2011,2.293,4.1,3.682,2.679,8.908,6.479,1.456,10.453,2.849,2.182
10/14/2011,2.403,4.209,3.829,2.754,8.952,6.447,1.451,9.806,2.905,2.251
10/17/2011,2.29,4.1,3.744,2.655,8.944,6.453,1.466,9.774,2.827,2.155
10/18/2011,2.316,4.1,3.817,2.589,8.923,6.519,1.466,9.754,2.747,2.175
10/19/2011,2.321,4.06,3.896,2.655,8.924,6.538,1.477,10.6,2.771,2.157
10/20/2011,2.313,4.144,3.84,2.603,8.926,6.612,1.472,10.637,2.757,2.187
10/21/2011,2.371,4,3.943,2.671,8.944,6.506,1.481,10.641,2.822,2.216
10/24/2011,2.368,4,4.025,2.687,8.957,6.525,1.486,9.634,2.856,2.234
10/25/2011,2.266,4.05,3.889,2.635,8.902,6.463,1.477,9.091,2.792,2.114
10/26/2011,2.378,4,3.738,2.607,8.927,6.426,1.459,10.059,2.757,2.207
10/27/2011,2.506,4,3.851,2.802,8.951,6.37,1.473,9.796,2.921,2.385
10/28/2011,2.454,4,3.914,2.814,8.976,6.472,1.499,9.764,2.895,2.324
10/31/2011,2.285,3.95,3.875,2.683,8.975,6.585,1.506,10.011,2.754,2.116
11/1/2011,2.161,3.95,3.694,2.432,8.983,6.731,1.492,10.018,2.504,1.991
11/2/2011,2.172,4,3.848,2.546,8.971,6.726,1.455,9.928,2.6,1.989
11/3/2011,2.211,4.05,3.899,2.599,8.97,6.766,1.452,9.765,2.666,2.073
11/4/2011,2.163,3.9,3.859,2.503,9,6.877,1.449,9.581,2.627,2.038
11/7/2011,2.158,3.9,3.923,2.462,9.041,7.184,1.451,9.396,2.598,2.02
11/8/2011,2.182,3.88,3.884,2.425,9.082,7.31,1.446,8.661,2.595,2.079
11/9/2011,2.088,3.9,3.927,2.304,9.123,7.832,1.445,8.773,2.495,1.966
11/10/2011,2.14,3.9,4.139,2.324,9.16,7.449,1.428,8.755,2.53,2.057
11/11/2011,2.131,3.81,4.21,2.411,9.198,7.079,1.431,8.723,2.606,2.057
11/14/2011,2.121,3.83,4.277,2.354,9.172,7.337,1.443,9.518,2.533,2.045
11/15/2011,2.126,3.83,4.496,2.309,9.141,7.634,1.434,8.78,2.454,2.049
11/16/2011,2.101,3.9,4.401,2.349,9.148,7.58,1.428,8.85,2.486,2
11/17/2011,2.095,3.85,4.36,2.44,9.08,7.361,1.425,8.85,2.535,1.965
11/18/2011,2.132,3.9,4.202,2.569,9.132,7.25,1.414,8.914,2.594,2.005
11/21/2011,2.106,3.85,4.113,2.478,9.11,7.245,1.426,8.722,2.512,1.965
11/22/2011,2.083,3.85,4.124,2.55,9.128,7.285,1.429,8.915,2.493,1.922
11/23/2011,2.035,3.85,4.186,2.622,9.119,7.416,1.436,9.015,2.47,1.888
11/24/2011,2.051,3.95,4.305,2.737,9.103,7.453,1.443,9.205,2.462,1.894
11/25/2011,2.112,3.817,4.303,2.791,9.126,7.554,1.493,9.253,2.611,1.965
11/28/2011,2.123,3.95,4.201,2.894,9.15,7.516,1.533,8.95,2.561,1.97
11/29/2011,2.123,3.95,4.096,2.949,9.127,7.483,1.533,8.95,2.523,1.988
11/30/2011,2.15,3.95,3.984,2.919,9.015,7.377,1.531,9.787,2.594,2.071
12/1/2011,2.141,3.95,3.903,2.856,8.972,7.026,1.521,9.889,2.596,2.086
12/2/2011,2.116,3.9,3.934,2.757,8.936,6.967,1.498,9.883,2.615,2.033
12/5/2011,2.093,3.75,3.869,2.754,8.87,6.519,1.48,9.953,2.668,2.033
12/6/2011,2.134,3.75,3.943,2.741,8.847,6.494,1.47,9.967,2.569,2.086
12/7/2011,2.056,3.73,3.829,2.599,8.824,6.656,1.482,9.967,2.543,2.033
12/8/2011,1.998,3.75,3.896,2.63,8.774,7.018,1.476,9.967,2.46,1.97
12/9/2011,2.064,3.65,3.789,2.655,8.77,7.001,1.457,9.979,2.726,2.063
12/12/2011,2.012,3.773,3.744,2.56,8.724,7.087,1.463,10.018,2.684,2.017
12/13/2011,1.978,3.65,3.705,2.591,8.694,7.179,1.445,10.083,2.735,1.963
12/14/2011,1.957,3.836,3.578,2.436,8.76,7.24,1.435,10.031,2.699,1.904
12/15/2011,1.931,3.65,3.491,2.427,8.756,7.1,1.433,9.185,2.698,1.911
12/16/2011,1.867,3.73,3.565,2.386,8.65,7.019,1.439,8.447,2.643,1.851
12/19/2011,1.84,3.75,3.616,2.39,8.593,6.884,1.434,8.502,2.644,1.81
12/20/2011,1.931,3.9,3.684,2.452,8.57,6.641,1.451,8.658,2.638,1.927
12/21/2011,1.955,3.7,3.681,2.44,8.582,6.819,1.447,8.646,2.607,1.97
12/22/2011,1.953,3.9,3.656,2.429,8.584,6.806,1.452,8.684,2.607,1.953
12/23/2011,2.013,3.836,3.611,2.434,8.621,6.912,1.451,8.633,2.604,2.021
12/26/2011,1.994,3.9,3.6,2.418,8.658,6.94,1.45,8.659,2.594,2.026
12/27/2011,1.975,3.7,3.589,2.402,8.698,6.967,1.45,8.649,2.584,2.002
12/28/2011,1.956,3.75,3.566,2.384,8.691,6.961,1.464,8.67,2.574,1.921
12/29/2011,1.948,3.673,3.619,2.36,8.732,6.971,1.468,8.668,2.536,1.899
12/30/2011,1.944,3.65,3.655,2.323,8.831,7.022,1.46,8.569,2.55,1.876
1/2/2012,1.969,3.683,3.773,2.413,8.683,6.856,1.46,8.618,2.5685,1.873
1/3/2012,1.993,3.717,3.868,2.401,8.606,6.881,1.46,8.668,2.587,1.956
1/4/2012,1.995,3.75,3.922,2.393,8.604,6.937,1.46,8.717,2.597,1.984
1/5/2012,1.972,3.73,3.961,2.341,8.57,7.104,1.452,8.683,2.597,1.996
1/6/2012,1.938,3.75,3.953,2.345,8.509,7.232,1.457,8.717,2.575,1.958
1/9/2012,1.955,3.72,3.935,2.358,8.462,7.25,1.453,8.718,2.56,1.956
1/10/2012,1.981,3.68,3.853,2.362,8.478,7.292,1.448,8.677,2.604,1.963
1/11/2012,1.94,3.7,3.823,2.316,8.505,7.101,1.439,8.568,2.569,1.905
1/12/2012,1.981,3.73,3.668,2.31,8.505,6.845,1.44,8.598,2.574,1.926
1/13/2012,1.926,3.654,3.702,2.275,8.464,6.871,1.435,8.606,2.529,1.871
1/16/2012,1.934,3.7,3.683,2.277,8.482,6.954,1.425,8.606,2.522,1.86
1/17/2012,1.919,3.654,3.711,2.305,8.488,6.867,1.446,8.502,2.516,1.858
1/18/2012,1.963,3.8,3.78,2.302,8.476,6.831,1.451,8.59,2.504,1.898
1/19/2012,2.009,3.654,3.798,2.346,8.464,6.817,1.453,8.524,2.6,1.982
1/20/2012,2.062,3.7,3.745,2.461,8.469,6.743,1.461,8.459,2.666,2.025
1/23/2012,2.088,3.692,3.78,2.523,8.469,6.53,1.478,8.394,2.732,2.058
1/24/2012,2.087,3.685,3.832,2.555,8.611,6.527,1.481,8.593,2.716,2.063
1/25/2012,2.044,3.677,3.83,2.532,8.566,6.561,1.487,8.448,2.702,2.002
1/26/2012,2.016,3.669,3.805,2.449,8.578,6.419,1.464,8.361,2.647,1.94
1/27/2012,1.991,3.662,3.738,2.434,8.589,6.233,1.446,8.485,2.614,1.891
1/30/2012,1.938,3.654,3.714,2.364,8.563,6.345,1.441,8.443,2.577,1.846
1/31/2012,1.893,3.7,3.738,2.381,8.571,6.239,1.445,8.345,2.552,1.795
2/1/2012,1.906,3.8,3.687,2.385,8.494,5.97,1.438,8.197,2.603,1.83
2/2/2012,1.944,3.8,3.61,2.381,8.472,5.897,1.438,8.054,2.679,1.823
2/3/2012,2.013,3.65,3.588,2.464,8.486,5.918,1.436,7.963,2.755,1.924
2/6/2012,1.974,3.8,3.57,2.428,8.486,5.906,1.447,8.078,2.737,1.901
2/7/2012,2.037,3.8,3.612,2.465,8.493,5.915,1.455,7.862,2.777,1.977
2/8/2012,2.06,3.7,3.602,2.507,8.512,5.889,1.467,8.019,2.792,1.982
2/9/2012,2.091,3.8,3.571,2.552,8.53,5.8,1.47,8.083,2.868,2.036
2/10/2012,2.054,3.7,3.617,2.492,8.53,5.846,1.457,8.059,2.82,1.984
2/13/2012,2.068,3.8,3.56,2.473,8.531,5.825,1.457,8.099,2.805,1.978
2/14/2012,2.019,3.78,3.589,2.456,8.521,5.817,1.455,8.099,2.776,1.938
2/15/2012,2.013,3.75,3.61,2.401,8.516,5.913,1.447,8.079,2.767,1.933
2/16/2012,2.059,3.8,3.613,2.412,8.516,5.898,1.429,8.118,2.818,1.984
2/17/2012,2.059,3.745,3.615,2.452,8.512,5.802,1.43,8.078,2.861,2
2/20/2012,2.074,3.68,3.616,2.492,8.513,5.707,1.431,8.077,2.91,2.038
2/21/2012,2.089,3.8,3.63,2.484,8.514,5.647,1.447,8.129,2.889,2.061
2/22/2012,2.056,3.81,3.625,2.449,8.528,5.725,1.463,8.317,2.806,2.002
