Date,CAN,CHI,FRA,GER,IND,ITA,JPN,RUS,UK,US
2/28/2017,1.634,3.774,1.562,0.429,7.525,2.433,0.318,8.46,1.501,2.397
3/1/2017,1.688,3.783,1.616,0.508,7.561,2.474,0.329,8.43,1.543,2.458
3/2/2017,1.695,3.807,1.619,0.545,7.54,2.489,0.341,8.44,1.564,2.481
3/3/2017,1.7,3.806,1.636,0.578,7.54,2.451,0.334,8.43,1.549,2.482
3/6/2017,1.709,3.797,1.661,0.567,7.565,2.52,0.325,8.38,1.576,2.494
3/7/2017,1.738,3.814,1.685,0.556,7.558,2.563,0.327,8.37,1.556,2.518
3/8/2017,1.776,3.821,1.738,0.595,7.558,2.632,0.342,8.38,1.576,2.56
3/9/2017,1.813,3.853,1.781,0.648,7.558,2.679,0.353,8.39,1.589,2.609
3/10/2017,1.809,3.848,1.833,0.684,7.6,2.75,0.358,8.34,1.595,2.575
3/13/2017,1.87,3.844,1.766,0.667,7.6,2.728,0.359,8.31,1.612,2.626
3/14/2017,1.835,3.822,1.763,0.631,7.6,2.709,0.353,8.32,1.597,2.602
3/15/2017,1.762,3.825,1.703,0.599,7.572,2.682,0.353,8.26,1.583,2.5
3/16/2017,1.804,3.81,1.769,0.63,7.563,2.953,0.33,8.19,1.608,2.537
3/17/2017,1.76,3.801,1.767,0.61,7.586,2.948,0.329,8.2,1.607,2.5
3/18/2017,1.76,3.801,1.768,0.613,7.586,2.948,0.332,8.2,1.607,2.5
3/20/2017,1.727,3.802,1.785,0.614,7.572,2.961,0.335,8.17,1.595,2.463
3/21/2017,1.702,3.826,1.748,0.629,7.563,2.918,0.337,8.18,1.61,2.416
3/22/2017,1.682,3.822,1.701,0.573,7.537,2.861,0.325,8.23,1.53,2.403
3/23/2017,1.688,3.817,1.714,0.604,7.551,2.849,0.325,8.19,1.585,2.418
3/24/2017,1.641,3.813,1.672,0.581,7.558,2.782,0.335,8.18,1.551,2.418
3/27/2017,1.606,3.794,1.639,0.581,7.522,2.781,0.33,8.13,1.525,2.378
3/28/2017,1.627,3.778,1.613,0.573,7.427,2.752,0.329,8.14,1.547,2.42
3/29/2017,1.593,3.78,1.621,0.554,7.331,2.714,0.322,8.15,1.508,2.38
3/30/2017,1.638,3.78,1.656,0.551,7.325,2.745,0.33,8.08,1.479,2.421
3/31/2017,1.624,3.775,1.675,0.542,7.325,2.734,0.335,8.14,1.492,2.389
4/3/2017,1.567,3.765,1.668,0.505,7.325,2.75,0.339,8.14,1.416,2.323
4/4/2017,1.582,3.769,1.631,0.492,7.421,2.725,0.329,8.15,1.433,2.364
4/5/2017,1.561,3.773,1.638,0.493,7.517,2.71,0.335,8.07,1.457,2.339
4/6/2017,1.553,3.771,1.599,0.488,7.565,2.713,0.325,8.06,1.459,2.341
4/7/2017,1.594,3.76,1.596,0.446,7.581,2.687,0.314,8.09,1.442,2.382
4/10/2017,1.599,3.773,1.645,0.423,7.527,2.689,0.319,8.14,1.439,2.366
4/11/2017,1.545,3.772,1.638,0.416,7.515,2.722,0.31,8.2,1.414,2.298
4/12/2017,1.506,3.773,1.592,0.398,7.503,2.766,0.291,8.22,1.418,2.244
4/13/2017,1.494,3.774,1.591,0.377,7.494,2.787,0.287,8.16,1.413,2.232
4/17/2017,1.516,3.77,1.599,0.385,7.507,2.79,0.266,8.15,1.41,2.248
4/18/2017,1.434,3.804,1.582,0.34,7.506,2.749,0.281,8.16,1.378,2.172
4/19/2017,1.466,3.825,1.556,0.384,7.506,2.757,0.271,8.13,1.42,2.216
4/20/2017,1.483,3.824,1.525,0.42,7.517,2.76,0.276,8.06,1.427,2.236
4/21/2017,1.467,3.845,1.546,0.427,7.565,2.733,0.276,8,1.404,2.246
4/22/2017,1.467,3.845,1.527,0.429,7.565,2.729,0.275,8,1.406,2.246
4/24/2017,1.488,3.871,1.472,0.515,7.572,2.669,0.284,7.91,1.425,2.273
4/25/2017,1.521,3.906,1.526,0.567,7.567,2.735,0.274,7.99,1.467,2.334
4/26/2017,1.478,3.892,1.528,0.548,7.578,2.798,0.283,8,1.47,2.303
4/27/2017,1.576,3.89,1.476,0.506,7.583,2.756,0.28,8,1.458,2.3
4/28/2017,1.55,3.9,1.498,0.526,7.59,2.764,0.272,7.9,1.467,2.289
5/1/2017,1.577,3.9,1.517,0.527,7.601,2.786,0.272,7.885,1.469,2.322
5/2/2017,1.516,3.9,1.497,0.534,7.612,2.807,0.276,7.87,1.478,2.287
5/3/2017,1.545,3.899,1.498,0.528,7.53,2.746,0.275,7.88,1.469,2.322
5/4/2017,1.538,3.91,1.508,0.609,7.53,2.739,0.274,7.96,1.519,2.352
5/5/2017,1.543,3.91,1.506,0.62,7.519,2.68,0.281,7.98,1.523,2.351
5/8/2017,1.59,3.912,1.529,0.632,7.52,2.753,0.288,7.953,1.554,2.389
5/9/2017,1.621,3.92,1.56,0.654,7.52,2.767,0.297,7.927,1.6,2.398
5/10/2017,1.638,3.932,1.514,0.639,7.518,2.747,0.306,7.9,1.56,2.411
5/11/2017,1.605,3.958,1.568,0.651,7.516,2.81,0.318,7.88,1.548,2.393
5/12/2017,1.572,3.938,1.547,0.614,7.518,2.779,0.313,7.86,1.485,2.326
5/15/2017,1.595,3.958,1.601,0.658,7.471,2.808,0.306,7.81,1.541,2.343
5/16/2017,1.57,3.97,1.57,0.669,7.496,2.76,0.31,7.82,1.52,2.326
5/17/2017,1.456,3.978,1.538,0.612,7.518,2.687,0.305,7.89,1.461,2.223
5/18/2017,1.445,3.994,1.503,0.583,7.526,2.681,0.298,7.86,1.445,2.228
5/19/2017,1.471,3.982,1.517,0.63,7.546,2.67,0.289,7.79,1.473,2.235
5/22/2017,1.491,3.996,1.536,0.644,7.472,2.68,0.294,7.77,1.471,2.252
5/23/2017,1.511,4.012,1.527,0.658,7.468,2.641,0.29,7.77,1.461,2.282
5/24/2017,1.48,4.018,1.544,0.649,7.477,2.645,0.295,7.82,1.449,2.252
5/25/2017,1.462,4.014,1.5,0.61,7.421,2.615,0.294,7.81,1.419,2.255
5/26/2017,1.443,4.002,1.462,0.574,7.413,2.606,0.279,7.88,1.402,2.25
5/29/2017,1.41,4.003,1.442,0.545,7.431,2.655,0.284,7.84,1.401,2.243
5/30/2017,1.415,4.003,1.431,0.546,7.442,2.674,0.28,7.87,1.385,2.208
5/31/2017,1.416,4.004,1.416,0.568,7.377,2.723,0.286,7.86,1.43,2.206
6/1/2017,1.426,3.986,1.433,0.559,7.356,2.785,0.293,7.82,1.466,2.213
6/2/2017,1.401,3.987,1.412,0.527,7.351,2.796,0.291,7.82,1.439,2.159
6/5/2017,1.413,3.984,1.438,0.547,7.372,2.818,0.284,7.85,1.442,2.183
6/6/2017,1.394,3.97,1.376,0.513,7.364,2.809,0.279,7.83,1.393,2.145
6/7/2017,1.409,3.98,1.401,0.533,7.218,2.89,0.274,7.82,1.404,2.176
6/8/2017,1.42,3.98,1.369,0.516,7.151,2.792,0.304,7.85,1.436,2.192
6/9/2017,1.423,3.985,1.374,0.531,7.137,2.662,0.287,7.82,1.411,2.202
6/12/2017,1.488,3.97,1.32,0.512,7.121,2.575,0.29,7.81,1.384,2.214
6/13/2017,1.561,3.92,1.302,0.525,7.065,2.546,0.29,7.8,1.454,2.211
6/14/2017,1.49,3.911,1.258,0.489,7.045,2.519,0.287,7.83,1.35,2.127
6/15/2017,1.528,3.883,1.311,0.538,7.06,2.53,0.276,7.94,1.442,2.164
6/16/2017,1.523,3.888,1.313,0.535,7.077,2.551,0.273,7.99,1.429,2.153
6/19/2017,1.54,3.912,1.311,0.539,7.062,2.524,0.271,8.03,1.428,2.191
6/20/2017,1.5,3.894,1.284,0.515,7.036,2.479,0.279,8.03,1.392,2.157
6/21/2017,1.49,3.89,1.265,0.513,7.034,2.466,0.28,7.98,1.413,2.165
6/22/2017,1.5,3.921,1.273,0.503,7.049,2.46,0.275,7.97,1.388,2.148
6/23/2017,1.475,3.955,1.29,0.516,7.043,2.472,0.279,7.92,1.403,2.144
6/26/2017,1.464,3.95,1.292,0.503,7.038,2.447,0.28,7.91,1.389,2.135
6/27/2017,1.57,3.94,1.374,0.628,7.033,2.612,0.273,7.91,1.464,2.203
6/28/2017,1.624,3.926,1.393,0.634,7.056,2.596,0.283,7.93,1.515,2.226
6/29/2017,1.706,3.918,1.467,0.703,7.055,2.713,0.287,7.94,1.609,2.267
6/30/2017,1.762,3.93,1.488,0.727,7.069,2.75,0.31,7.93,1.615,2.304
7/1/2017,1.762,3.93,1.481,0.734,7.069,2.739,0.307,7.93,1.62,2.304
7/3/2017,1.801,3.942,1.505,0.736,7.146,2.72,0.313,7.91,1.614,2.348
7/4/2017,1.839,3.942,1.525,0.756,7.162,2.705,0.316,7.92,1.605,2.334
7/5/2017,1.792,3.956,1.49,0.742,7.146,2.746,0.322,7.98,1.627,2.327
7/6/2017,1.834,3.938,1.581,0.821,7.146,2.861,0.333,8,1.686,2.368
7/7/2017,1.879,3.937,1.584,0.838,7.131,2.924,0.33,8.06,1.682,2.386
7/10/2017,1.893,3.942,1.564,0.81,7.122,2.858,0.335,7.99,1.64,2.373
7/11/2017,1.856,3.938,1.591,0.821,7.13,2.897,0.344,8.05,1.645,2.361
7/12/2017,1.877,3.926,1.524,0.784,7.13,2.816,0.336,7.98,1.63,2.319
7/13/2017,1.91,3.936,1.54,0.804,7.099,2.856,0.32,7.97,1.664,2.348
7/14/2017,1.895,3.934,1.521,0.795,7.11,2.821,0.314,7.92,1.673,2.332
7/17/2017,1.894,3.922,1.502,0.782,7.13,2.781,0.305,7.92,1.65,2.314
7/18/2017,1.858,3.941,1.502,0.759,7.13,2.754,0.302,7.94,1.589,2.261
7/19/2017,1.896,3.944,1.449,0.746,7.094,2.767,0.304,7.92,1.569,2.271
7/20/2017,1.882,3.94,1.464,0.743,7.099,2.7,0.305,7.92,1.585,2.257
7/21/2017,1.885,3.942,1.436,0.725,7.062,2.67,0.3,7.94,1.551,2.237
7/24/2017,1.924,3.974,1.429,0.727,7.05,2.651,0.3,8,1.563,2.257
7/25/2017,2.018,3.994,1.499,0.774,7.073,2.721,0.298,7.99,1.614,2.332
7/26/2017,1.968,4.011,1.491,0.769,7.088,2.71,0.305,7.95,1.599,2.293
7/27/2017,1.996,4.032,1.499,0.75,7.064,2.672,0.299,7.89,1.577,2.319
7/28/2017,2.028,4.027,1.504,0.757,7.072,2.711,0.301,7.89,1.58,2.291
7/31/2017,2.056,4.029,1.475,0.749,7.12,2.663,0.302,7.89,1.591,2.296
8/1/2017,1.957,4.047,1.41,0.693,7.095,2.585,0.306,7.91,1.565,2.253
8/2/2017,1.94,4.052,1.407,0.687,7.098,2.586,0.299,7.93,1.594,2.271
8/3/2017,1.893,4.052,1.381,0.651,7.077,2.567,0.296,7.87,1.514,2.219
8/4/2017,1.921,4.048,1.406,0.676,7.072,2.579,0.292,7.84,1.538,2.264
8/7/2017,1.921,4.055,1.405,0.658,7.088,2.564,0.295,7.86,1.505,2.257
8/8/2017,1.936,4.075,1.433,0.673,7.088,2.565,0.297,7.89,1.519,2.262
8/9/2017,1.908,4.073,1.387,0.629,7.097,2.576,0.284,7.88,1.475,2.249
8/10/2017,1.852,4.064,1.37,0.612,7.165,2.586,0.28,7.88,1.443,2.201
8/11/2017,1.852,4.051,1.343,0.575,7.159,2.584,0.278,7.89,1.428,2.191
8/14/2017,1.877,4.044,1.386,0.597,7.154,2.577,0.276,7.85,1.436,2.224
8/15/2017,1.907,4.043,1.407,0.619,7.155,2.625,0.272,7.85,1.453,2.273
8/16/2017,1.871,4.041,1.421,0.628,7.155,2.613,0.274,7.86,1.479,2.226
8/17/2017,1.848,4.002,1.419,0.606,7.162,2.591,0.279,7.86,1.474,2.185
8/18/2017,1.871,4.135,1.386,0.594,7.169,2.593,0.273,7.85,1.471,2.197
8/21/2017,1.881,4.084,1.384,0.58,7.158,2.589,0.268,7.86,1.446,2.183
8/22/2017,1.92,4.127,1.401,0.582,7.173,2.665,0.265,7.87,1.46,2.217
8/23/2017,1.881,4.113,1.387,0.56,7.168,2.69,0.264,7.87,1.436,2.169
8/24/2017,1.887,4.124,1.392,0.553,7.152,2.688,0.255,7.88,1.429,2.196
8/25/2017,1.874,4.131,1.401,0.56,7.16,2.669,0.254,7.88,1.428,2.169
8/28/2017,1.867,4.132,1.395,0.562,7.167,2.648,0.253,7.88,1.431,2.159
8/29/2017,1.838,4.143,1.364,0.52,7.154,2.632,0.251,7.9,1.383,2.129
8/30/2017,1.836,4.142,1.374,0.536,7.144,2.655,0.251,7.85,1.416,2.136
8/31/2017,1.849,4.138,1.377,0.552,7.162,2.622,0.249,7.81,1.413,2.121
9/1/2017,1.916,4.129,1.415,0.582,7.11,2.658,0.24,7.78,1.433,2.166
9/3/2017,1.918,4.145,1.4,0.578,7.122,2.62,0.236,7.745,1.4105,2.166
9/5/2017,1.86,4.161,1.385,0.537,7.134,2.582,0.235,7.71,1.388,2.063
9/6/2017,1.944,4.151,1.384,0.552,7.112,2.606,0.233,7.64,1.377,2.106
9/7/2017,1.939,4.137,1.366,0.521,7.135,2.516,0.245,7.66,1.34,2.042
9/8/2017,1.983,4.12,1.372,0.524,7.135,2.564,0.231,7.65,1.354,2.054
9/11/2017,2.025,4.12,1.375,0.548,7.14,2.561,0.237,7.65,1.405,2.134
9/12/2017,2.043,4.124,1.447,0.615,7.119,2.612,0.257,7.67,1.498,2.167
9/13/2017,2.069,4.13,1.428,0.618,7.131,2.634,0.256,7.66,1.505,2.194
9/14/2017,2.058,4.135,1.442,0.631,7.15,2.652,0.277,7.68,1.572,2.187
9/15/2017,2.091,4.12,1.444,0.642,7.165,2.67,0.26,7.65,1.623,2.202
9/18/2017,2.081,4.13,1.471,0.666,7.172,2.659,0.268,7.7,1.631,2.234
9/19/2017,2.094,4.135,1.441,0.664,7.159,2.64,0.27,7.68,1.661,2.246
9/20/2017,2.105,4.138,1.435,0.648,7.159,2.669,0.277,7.68,1.662,2.273
9/21/2017,2.109,4.137,1.445,0.659,7.216,2.714,0.271,7.71,1.681,2.278
9/22/2017,2.112,4.13,1.434,0.653,7.21,2.702,0.261,7.69,1.673,2.253
9/25/2017,2.095,4.118,1.406,0.61,7.21,2.719,0.258,7.73,1.652,2.222
9/26/2017,2.113,4.073,1.416,0.619,7.21,2.735,0.265,7.77,1.65,2.236
9/27/2017,2.134,4.075,1.468,0.678,7.184,2.766,0.284,7.77,1.696,2.31
9/28/2017,2.13,4.086,1.505,0.695,7.163,2.723,0.308,7.76,1.682,2.309
9/29/2017,2.098,4.082,1.46,0.669,7.178,2.703,0.294,7.73,1.672,2.339
10/2/2017,2.128,3.99,1.466,0.659,7.174,2.751,0.311,7.74,1.635,2.341
10/3/2017,2.113,3.99,1.46,0.68,7.17,2.748,0.313,7.75,1.656,2.325
10/4/2017,2.119,3.985,1.456,0.662,7.199,2.763,0.29,7.73,1.69,2.323
10/5/2017,2.103,3.979,1.453,0.667,7.223,2.715,0.284,7.7,1.716,2.348
10/6/2017,2.127,3.974,1.452,0.67,7.239,2.727,0.299,7.72,1.697,2.361
10/9/2017,2.125,3.968,1.428,0.656,7.246,2.703,0.304,7.72,1.694,2.361
10/10/2017,2.124,4.107,1.422,0.655,7.238,2.729,0.302,7.69,1.694,2.355
10/11/2017,2.111,4.114,1.438,0.68,7.234,2.707,0.306,7.68,1.71,2.353
10/12/2017,2.081,4.113,1.44,0.666,7.238,2.659,0.306,7.65,1.703,2.321
10/13/2017,2.037,4.112,1.389,0.633,7.228,2.626,0.305,7.63,1.689,2.275
10/16/2017,2.03,4.118,1.359,0.599,7.224,2.584,0.307,7.65,1.654,2.305
10/17/2017,2.016,4.12,1.345,0.594,7.246,2.556,0.31,7.67,1.604,2.302
10/18/2017,2.037,4.125,1.374,0.623,7.246,2.59,0.314,7.65,1.642,2.345
10/19/2017,2.012,4.144,1.387,0.618,7.252,2.572,0.306,7.64,1.612,2.318
10/20/2017,2.029,4.142,1.443,0.689,7.258,2.597,0.315,7.67,1.669,2.383
10/23/2017,2.022,4.125,1.426,0.658,7.264,2.556,0.314,7.66,1.656,2.37
10/24/2017,2.065,4.142,1.467,0.699,7.256,2.609,0.311,7.67,1.691,2.421
10/25/2017,2.046,4.151,1.463,0.717,7.28,2.59,0.31,7.67,1.733,2.435
10/26/2017,2.033,4.172,1.441,0.654,7.28,2.533,0.31,7.67,1.714,2.463
10/27/2017,1.988,4.175,1.394,0.638,7.285,2.521,0.31,7.71,1.683,2.415
10/30/2017,1.956,4.16,1.371,0.606,7.332,2.424,0.306,7.67,1.674,2.37
10/31/2017,1.952,4.235,1.332,0.601,7.32,2.399,0.307,7.69,1.664,2.378
11/1/2017,1.974,4.23,1.339,0.61,7.336,2.369,0.306,7.67,1.664,2.372
11/2/2017,1.958,4.205,1.34,0.608,7.385,2.376,0.3,7.68,1.602,2.349
11/3/2017,1.957,4.227,1.332,0.598,7.368,2.38,0.289,7.82,1.606,2.332
11/6/2017,1.927,4.2,1.31,0.574,7.39,2.366,0.277,7.73,1.601,2.318
11/7/2017,1.893,4.19,1.28,0.565,7.405,2.293,0.277,7.82,1.576,2.316
11/8/2017,1.924,4.21,1.275,0.563,7.405,2.326,0.274,7.85,1.561,2.334
11/9/2017,1.937,4.195,1.349,0.613,7.405,2.414,0.282,7.86,1.594,2.34
11/10/2017,1.97,4.195,1.349,0.654,7.434,2.436,0.29,7.87,1.667,2.402
11/13/2017,1.96,4.211,1.378,0.66,7.394,2.428,0.299,7.92,1.656,2.407
11/14/2017,1.949,4.23,1.353,0.641,7.448,2.417,0.303,7.93,1.653,2.375
11/15/2017,1.911,4.254,1.328,0.618,7.423,2.417,0.296,7.91,1.613,2.326
11/16/2017,1.971,4.253,1.324,0.62,7.457,2.455,0.297,7.89,1.633,2.375
11/17/2017,1.939,4.242,1.325,0.601,7.444,2.431,0.292,7.87,1.619,2.345
11/20/2017,1.955,4.232,1.287,0.6,7.384,2.401,0.292,7.9,1.607,2.368
11/21/2017,1.919,4.2,1.245,0.578,7.405,2.361,0.284,7.89,1.587,2.358
11/22/2017,1.904,4.193,1.239,0.578,7.443,2.354,0.275,7.86,1.589,2.32
11/23/2017,1.893,4.242,1.249,0.573,7.475,2.37,0.282,7.85,1.57,2.326
11/24/2017,1.889,4.233,1.257,0.588,7.425,2.414,0.284,7.86,1.564,2.34
11/27/2017,1.866,4.233,1.26,0.571,7.441,2.389,0.284,7.85,1.569,2.331
11/28/2017,1.841,4.222,1.256,0.571,7.441,2.386,0.288,7.84,1.578,2.326
11/29/2017,1.882,4.22,1.305,0.613,7.443,2.405,0.279,7.84,1.65,2.388
11/30/2017,1.885,4.209,1.28,0.591,7.461,2.349,0.284,7.83,1.64,2.415
12/1/2017,1.908,4.203,1.216,0.524,7.475,2.305,0.282,7.82,1.552,2.363
12/4/2017,1.924,4.195,1.234,0.558,7.489,2.323,0.292,7.85,1.604,2.372
12/5/2017,1.893,4.195,1.218,0.53,7.484,2.324,0.296,7.85,1.577,2.353
12/6/2017,1.857,4.19,1.184,0.511,7.475,2.33,0.293,7.84,1.551,2.34
12/7/2017,1.855,4.184,1.19,0.515,7.486,2.296,0.293,7.84,1.577,2.362
12/8/2017,1.861,4.18,1.202,0.527,7.502,2.258,0.284,7.83,1.599,2.378
12/11/2017,1.862,4.197,1.19,0.511,7.534,2.277,0.287,7.83,1.532,2.39
12/12/2017,1.866,4.215,1.214,0.536,7.553,2.33,0.278,7.83,1.544,2.403
12/13/2017,1.843,4.227,1.226,0.549,7.553,2.395,0.285,7.83,1.536,2.348
12/14/2017,1.855,4.22,1.211,0.532,7.531,2.425,0.284,7.82,1.485,2.349
12/15/2017,1.836,4.22,1.181,0.516,7.525,2.439,0.278,7.79,1.464,2.351
12/16/2017,1.836,4.22,1.178,0.523,7.525,2.438,0.278,7.79,1.459,2.351
12/18/2017,1.859,4.183,1.179,0.525,7.545,2.425,0.274,7.8,1.465,2.394
12/19/2017,1.934,4.19,1.257,0.6,7.545,2.519,0.273,7.82,1.532,2.459
12/20/2017,1.991,4.203,1.328,0.626,7.567,2.545,0.297,7.8,1.569,2.497
12/21/2017,2.028,4.215,1.314,0.633,7.58,2.526,0.302,7.81,1.583,2.484
12/22/2017,2.026,4.193,1.298,0.636,7.594,2.514,0.288,7.8,1.563,2.485
12/25/2017,2.01,4.203,1.309,0.635,7.588,2.518,0.284,7.82,1.542,2.492
12/26/2017,1.994,4.197,1.295,0.634,7.581,2.517,0.285,7.83,1.521,2.474
12/27/2017,1.978,4.213,1.277,0.616,7.561,2.524,0.293,7.83,1.5,2.412
12/28/2017,2.031,4.217,1.323,0.641,7.693,2.573,0.293,7.8,1.516,2.434
12/29/2017,2.042,4.195,1.351,0.653,7.633,2.618,0.289,7.78,1.505,2.405
1/1/2018,2.061,4.194,1.361,0.643,7.634,2.677,0.29,7.773,1.5495,2.405
1/2/2018,2.081,4.193,1.414,0.691,7.685,2.735,0.29,7.767,1.594,2.461
1/3/2018,2.051,4.2,1.373,0.659,7.685,2.702,0.291,7.76,1.526,2.445
1/4/2018,2.082,4.216,1.354,0.655,7.685,2.651,0.294,7.73,1.541,2.453
1/5/2018,2.156,4.215,1.363,0.661,7.619,2.622,0.297,7.75,1.555,2.476
1/8/2018,2.156,4.21,1.347,0.664,7.585,2.601,0.299,7.725,1.542,2.48
1/9/2018,2.205,4.202,1.379,0.692,7.641,2.659,0.31,7.7,1.59,2.551
1/10/2018,2.163,4.205,1.395,0.701,7.707,2.663,0.324,7.71,1.594,2.559
1/11/2018,2.166,4.217,1.429,0.75,7.713,2.665,0.313,7.73,1.607,2.537
1/12/2018,2.176,4.23,1.407,0.733,7.724,2.58,0.314,7.71,1.622,2.55
1/15/2018,2.19,4.221,1.412,0.747,7.724,2.614,0.315,7.69,1.602,2.552
1/16/2018,2.171,4.236,1.377,0.719,7.782,2.582,0.316,7.71,1.589,2.539
1/17/2018,2.204,4.23,1.369,0.711,7.714,2.599,0.318,7.7,1.595,2.587
1/18/2018,2.223,4.241,1.412,0.74,7.774,2.588,0.32,7.69,1.613,2.624
1/19/2018,2.243,4.243,1.401,0.729,7.759,2.55,0.315,7.7,1.625,2.661
1/22/2018,2.239,4.243,1.399,0.727,7.757,2.5,0.314,7.69,1.644,2.656
1/23/2018,2.229,4.235,1.386,0.722,7.735,2.477,0.308,7.71,1.637,2.617
1/24/2018,2.263,4.228,1.417,0.745,7.699,2.5,0.315,7.67,1.682,2.648
1/25/2018,2.243,4.23,1.421,0.755,7.699,2.538,0.318,7.65,1.681,2.624
1/26/2018,2.264,4.23,1.416,0.765,7.744,2.556,0.31,7.66,1.704,2.66
1/29/2018,2.28,4.231,1.46,0.836,7.788,2.565,0.314,7.66,1.706,2.699
1/30/2018,2.294,4.228,1.469,0.832,7.801,2.58,0.323,7.59,1.715,2.724
1/31/2018,2.289,4.222,1.452,0.833,7.789,2.566,0.315,7.52,1.759,2.713
2/1/2018,2.364,4.212,1.453,0.868,7.941,2.51,0.325,7.49,1.771,2.782
2/2/2018,2.362,4.204,1.468,0.911,7.95,2.579,0.318,7.47,1.809,2.841
2/5/2018,2.292,4.197,1.482,0.883,8.005,2.585,0.316,7.43,1.797,2.709
2/6/2018,2.364,4.202,1.438,0.843,7.942,2.555,0.307,7.44,1.781,2.805
2/7/2018,2.373,4.183,1.443,0.882,7.91,2.513,0.31,7.38,1.804,2.834
2/8/2018,2.373,4.169,1.466,0.901,7.879,2.556,0.317,7.38,1.838,2.828
2/9/2018,2.353,4.162,1.432,0.888,7.911,2.595,0.31,7.4,1.799,2.857
2/12/2018,2.344,4.183,1.43,0.902,7.912,2.595,0.309,7.39,1.834,2.859
2/13/2018,2.323,4.206,1.475,0.902,7.872,2.646,0.302,7.41,1.851,2.833
2/14/2018,2.372,4.185,1.477,1.071,7.832,2.631,0.294,7.39,1.88,2.913
2/15/2018,2.376,4.185,1.483,1.076,7.912,2.634,0.292,7.38,1.894,2.906
2/16/2018,2.319,4.1,1.448,1.023,7.888,2.565,0.289,7.34,1.826,2.873
2/19/2018,2.322,4.244,1.498,1.056,7.931,2.619,0.29,7.33,1.843,2.889
2/20/2018,2.324,4.244,1.506,1.06,7.974,2.593,0.295,7.34,1.821,2.891
2/21/2018,2.354,4.244,1.495,1.043,7.986,2.574,0.292,7.31,1.795,2.952
2/22/2018,2.299,4.19,1.482,1.029,8.03,2.607,0.288,7.32,1.795,2.919
2/23/2018,2.247,4.205,1.433,0.969,8.021,2.592,0.284,7.305,1.781,2.866
2/26/2018,2.254,4.186,1.426,0.955,8.037,2.551,0.284,7.29,1.77,2.864
2/27/2018,2.272,4.162,1.449,0.985,7.994,2.537,0.28,7.31,1.812,2.901
2/28/2018,2.233,4.161,1.417,0.969,8.031,2.501,0.278,7.31,1.753,2.864
3/1/2018,2.176,4.142,1.402,0.957,8.038,2.461,0.275,7.33,1.726,2.811
3/2/2018,2.199,4.146,1.413,0.964,8.059,2.483,0.292,7.34,1.729,2.868
3/5/2018,2.195,4.15,1.4,0.964,8.079,2.527,0.268,7.33,1.756,2.883
3/6/2018,2.232,4.173,1.437,0.992,8.038,2.548,0.273,7.32,1.779,2.886
3/7/2018,2.239,4.157,1.407,0.967,7.994,2.5,0.269,7.31,1.758,2.881
3/8/2018,2.227,4.146,1.376,0.943,7.952,2.436,0.27,7.305,1.737,2.857
3/9/2018,2.271,4.143,1.403,0.963,7.964,2.471,0.269,7.3,1.763,2.896
3/12/2018,2.239,4.145,1.378,0.949,7.952,2.471,0.264,7.3,1.766,2.866
3/13/2018,2.204,4.161,1.381,0.943,7.962,2.449,0.267,7.31,1.74,2.844
3/14/2018,2.16,4.16,1.356,0.916,7.971,2.469,0.263,7.34,1.682,2.819
3/15/2018,2.145,4.16,1.335,0.906,7.965,2.448,0.255,7.4,1.68,2.826
3/16/2018,2.139,4.153,1.329,0.889,7.873,2.447,0.25,7.37,1.669,2.845
3/19/2018,2.169,4.12,1.322,0.893,7.892,2.438,0.249,7.39,1.663,2.855
3/20/2018,2.213,4.115,1.326,0.894,7.886,2.378,0.259,7.33,1.699,2.9
3/21/2018,2.259,4.117,1.322,0.899,7.886,2.411,0.258,7.3,1.729,2.881
3/22/2018,2.178,4.085,1.259,0.841,7.874,2.367,0.258,7.28,1.651,2.823
3/23/2018,2.194,4.079,1.258,0.835,7.862,2.359,0.248,7.29,1.656,2.813
3/26/2018,2.233,4.043,1.271,0.834,7.905,2.393,0.251,7.34,1.65,2.852
3/27/2018,2.144,4.064,1.244,0.821,7.629,2.36,0.255,7.34,1.643,2.775
3/28/2018,2.122,4.06,1.243,0.814,7.635,2.329,0.257,7.35,1.602,2.783
3/29/2018,2.092,4.06,1.239,0.813,7.62,2.278,0.257,7.34,1.587,2.741
4/2/2018,2.114,4.05,1.243,0.821,7.606,2.271,0.265,7.34,1.597,2.733
4/3/2018,2.146,4.05,1.258,0.817,7.591,2.265,0.25,7.34,1.607,2.781
4/4/2018,2.174,4.049,1.238,0.811,7.576,2.23,0.245,7.33,1.629,2.808
4/5/2018,2.182,4.047,1.276,0.841,7.425,2.263,0.257,7.34,1.673,2.834
4/6/2018,2.144,4.046,1.255,0.815,7.454,2.264,0.261,7.35,1.648,2.775
4/9/2018,2.141,4.045,1.258,0.823,7.483,2.245,0.257,7.54,1.656,2.781
4/10/2018,2.184,4.02,1.27,0.827,7.559,2.267,0.252,7.77,1.667,2.801
4/11/2018,2.202,4.03,1.241,0.812,7.629,2.26,0.248,7.71,1.629,2.779
4/12/2018,2.285,4.027,1.273,0.839,7.631,2.299,0.245,7.58,1.688,2.843
4/13/2018,2.24,4.027,1.262,0.831,7.593,2.284,0.25,7.64,1.668,2.825
4/16/2018,2.274,4.016,1.276,0.847,7.66,2.285,0.254,7.61,1.698,2.829
